User,Tweet,Subjectivity,Polarity,Analysis
ArtusBunnyBane,_fda Availability of distance learning can eliminate any urgency to change. Why invest millions to update the school when you can tell kids to learn from home?,0,0,Neutral
ArtusBunnyBane,"_fda Let's ignore teachers' demand for building changes for years?
We had a heat wave this year &amp; my son's h s. switched to distance learning bc they have no AC. Had it not been for covid's creation of distance learning he would have been in school. NOW it's noteworthy there's no AC?",0,0,Neutral
cool_flute,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
MsRacheleLaNeve,"Way to go!  inspiring 

Looking forward to learning online at a distance from you and other speakers from the TeachBetter22 ",1,0,Positive
AubreyDiOrio,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
Steve15353652,": 🇺🇦❗Until October 14, schools in Ukraine are switching to distance learning, said Minister of Education Serhiy Shkarlet.",0,0,Neutral
mattgreenfield,"As a former CUNY professor, I saw that most students had trouble with childcare, eldercare, and transportation. But pure asynchronous distance learning without centralized instructional design is also not a recipe for success. ",0,0,Positive
SallyOdonnell,City &amp; Guilds Level 6 in Occupational Health and Safety leading to Grad IOSH (or Certified Member 2023) Burnley or Distance learning. Take the plunge! No exams! Call 01282 839103 info-solutions.com safety,0,0,Neutral
raktimplan,: New job! Lecturer in Sustainable Development to join _OU (1 year FTC):  Happy to chat ab…,1,0,Positive
Pervincka_,"I’m also very pissed because my uni denied the access to distance learning this year and it just makes my blood boil 😭
Covid cases are increasing but in their opinion the pandemic ended",0,0,Positive
spoam,": Distance learning, as pathogens spread via bullshitjobs. Parents got little time due to bullshitjobs. Studying for bul…",0,0,Negative
stilltalkintho,"learning how to love is also learning to love from a distance, it’s learning to love a stranger you met because that one conversation was had and felt which re-engineered your energy into a softer you. learning to love is learning that love isn’t an attachment but a space.",1,1,Positive
VimleshMotawala,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
DistanceLrnBot,": Distance education 
call now for more details : 85275 67564
onlinelearning education learning elearning onlineclasses d…",1,1,Positive
Shaanedu,"Distance education 
call now for more details : 85275 67564
onlinelearning education learning elearning onlineclasses distancelearning online onlinecourses virtuallearning covid learn school onlineeducation students teachersofinstagram onlinecourse remotelearning ",1,1,Positive
zhrdskn,: Profiling Learning Preferences of Distance Education Students Based on Neural Network Analysis ,0,0,Neutral
AliceLDaniel,": The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our  station’s very own report…",1,1,Positive
ArabellaFraser1,"New job! Lecturer in Sustainable Development to join _OU (1 year FTC):  Happy to chat about the role and how distance learning works at the OU. The temporary nature of the post is lamentable, but we will do our very best to mentor and support you! ",1,1,Positive
bhavya0911," _0239 The thing with distance learning is that you gain skill, but as recruiter, how do you know exactly how much skilled is this person?",0,0,Positive
ShrVi_0239,"  Yep, distance learning is good",1,1,Positive
LcstCollege,"Level 7 through ATHE mode of studies distance learning.

Test of English
IELTS minimum of 5.5.
IELTS 6.0 for undergraduate and 6.5 for post graduate.

We are also an accredited center for learning and certification of both ICAN and ATSWA.",0,0,Negative
datacinet,Online BBA distance Learning Course ,0,0,Neutral
ILSPATraining,"The current autumn discount on our distance learning Legal Secretaries Diploma course allows you to study for as little as £53.55 a month. 

For more information, visit our course page:  ",0,0,Positive
benniman_mark,"“My time studying for the Heriot Watt MBA by distance learning and what it meant.” by Mark Benniman
 ",0,0,Neutral
abdocollege,Applications are now open for Distance Learning Tutor Training  ,1,0,Neutral
SarahDouglas16,    Many parents work - so who will be looking after the kids while they are doing distance learning?,1,1,Positive
CrossCharlotte_,"We're advertising for a Lecturer in Sustainable Development to join _OU (1 year FTC):  Happy to chat about the role, the department and how distance learning works at the OU",1,1,Positive
AuxilioDisEdu,"Did you know! 🤓

Here at Auxilio Distance Education we offer isiZulu as a First Additional Language subject for students in Gr10 - 12.

Registrations for 2023 are open! ⭐
Visit us at


Or phone 📞 us on 079 822 0257

distanceeducation learning school ",0,0,Positive
datacinet,BA History Distance learning Education courses Admission 2023-2024 last date ,0,0,Neutral
BerquinC,"Thanks to the partnership🤝between , _org and _AUF, refugee students from West &amp; Central Africa 🌍 have access to distance learning Bachelor and Master courses 💻 in hundreds of French-speaking Universities around the world.
Watch the 🎬 to learn more: ",0,0,Positive
GoldenPalace73,": So as y’all know I’m still learning so I have a breading question that I have heard different views on…

If you bread…",1,0,Neutral
JrNatiki,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
ekursun,: Profiling Learning Preferences of Distance Education Students Based on Neural Network Analysis ,0,0,Neutral
thetimesq8,180 dinars screen allowance reward for each ‘distance learning’ teacher during Corona  via ,0,0,Neutral
AlEmbassyUNESCO,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
firat707,Profiling Learning Preferences of Distance Education Students Based on Neural Network Analysis ,0,0,Neutral
StressTrainer,"Add Stress Management Training to your therapeutic skills.  Distance Learning Courses with:
The Stress Management Institute. Est.1995.
 ",0,0,Neutral
Nadina79456956,":  _geoff   You have all the tools to switch to distance learning, so I should wr…",0,0,Neutral
Sukraine,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
comebiafra1,": 🇺🇦❗Until October 14, schools in Ukraine are switching to distance learning, said Minister of Education Serhiy Shkarlet.",0,0,Neutral
StewartSamkange,"Inscape leverage _learning for flipping the classroom experience and also their distance learning programs that utilize our business  creative and digital transformation skills  library’s.

Thanks for partnering with  

skills4jobs highereducation itstime2shine",0,0,Positive
Science_Open,"'DistanceEducation in Italy: Investigating Foreign Language Distance Teaching and Learning in Secondary Schools During COVID19 Lockdown' 
 
",0,0,Negative
AliyuAh94540579,: Top 9 Distance Learning Undergraduate Courses in ABU Zaria...CHECK DETAILS!  via ,1,1,Positive
TheAbusite,Top 9 Distance Learning Undergraduate Courses in ABU Zaria...CHECK DETAILS!  via ,1,1,Positive
carloswuer,"""FODES is a virtual symposium created to bring academics, learning designers, instructional designers, e-learning specialists, and others that design, develop and facilitate Fully Online Distance Education modules or short courses together."" ",0,0,Neutral
BochmannMA,  Hugs you. Best wishes for your daughter and you. Fingers crossed. Is there no way that you get something written from the paediatrician that she is at risk and can only do distance learning? Or is the school ignoring that?,1,1,Positive
HenningsenJon,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
BanieJim,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
LostInWax,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
ADebunker,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
katariiinak,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
RolluLeansLeft,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
Anyarude,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
WarUnprovoked,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
thurnus,": Distance learning, as pathogens spread via bullshitjobs. Parents got little time due to bullshitjobs. Studying for bul…",0,0,Negative
J357L,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
Norma_Cenva,: Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education.…,0,0,Negative
OksanaUA888,"Another tragic aspect of the war that doesn’t get much attention is that Ukrainian kids are deprived of quality education. Many are distance learning (let's admit that despite the teachers’ best efforts it's far from optimal, as we've learned in the pandemic) 🧵RussiaUkraineWar",1,0,Positive
GabyRaimund,": Distance learning, as pathogens spread via bullshitjobs. Parents got little time due to bullshitjobs. Studying for bul…",0,0,Negative
mediprolimited,"This Testimonial Tuesday, we have some compliments from our latest Offshore Medic Distance Learning Refresher course.

TestimonialTuesday ",1,1,Positive
ReyGamboa,"BasicEducationInDeeperRut  

DepEd Order 34 Series of 2022 stipulates that after November 2, 2022, “no school shall be allowed to implement purely distance learning or blended learning except for those that are implementing Alternative Delivery Modes (ADM).” ",1,0,Positive
B91Sar,"I did my top up degree during pregnancy and breastfeeding, this was distance learning from home. If I had to attend lectures at uni I'd feel as though I couldn't bring my baby and wouldn't be supported it I did goodmorningbritain",1,1,Positive
CathySherryLAND,  responsible for student learning (at least I did). Lectures/tutorials allow an element of distance between teachers and students that I think is healthier for student learning and much more sustainable for teachers.,0,0,Positive
Smart_SWOT,_UP: The 2nd annual Fully Online Distance Education Symposium is nearly here! Join us between 20 - 21 October as we collectively e…,0,0,Positive
AdMhiz,"When you distance yourself from taking in new information that would've shape your dreams.

Through learning experience and research based knowledge your mind can be fixed and grow 🪴 exponentially  ",0,0,Positive
Gjallarhornet,"Universities, colleges and schools of the Belgorod region transfer for 2 weeks to distance learning 

StandWithUkraine RussiaAggression RussianCrimes Dictatorship Surveillance Censorship RussianWarCrimes FreeNavalny PutinsWar Russia 

",0,0,Neutral
jasonch33451874,"So as y’all know I’m still learning so I have a breading question that I have heard different views on…

If you bread two 2.0 horses… both good at same distance… can it’s foal be better than both of them?",0,0,Positive
bullshitjobs,"Distance learning, as pathogens spread via bullshitjobs. Parents got little time due to bullshitjobs. Studying for bullshitjobs. A collapsing biosphere due to bullshitjobs. Not being able to afford basic stuff, as bullshitjobs cause ""inflation"". The life of an average child.",0,0,Negative
zwergy2,   And we have almost no schools with air filters. Teachers and kids don't wear masks anymore. I guess most people aren't aware of the fact that it is mandatory to be physically present in a school building. There is absolutely no option for distance learning.,0,0,Positive
Fox1Julie,":  _geoff   You have all the tools to switch to distance learning, so I should wr…",0,0,Neutral
FODES_UP,"The 2nd annual Fully Online Distance Education Symposium is nearly here! Join us between 20 - 21 October as we collectively explore and discuss Emerging Trends in Online Learning.
Attendee registration is still open and FREE at 
Vis…",0,0,Positive
Fox1Julie,:    Schedule the closures necessary to bring your bill down to last years figures. Have a meet…,0,0,Negative
andypay45826515,   Do distance learning. It will soon be the only way. Fewer teachers and probably similar results,1,0,Neutral
NotRealBruce,": first-time mom who returns to face-to-face teaching after two years of distance learning due to the pandemic.

""As she…",0,0,Negative
Coopsscotland,": Have you ever considered undertaking one of our Specialist Certificates?

ENROLLING NOW:
🩸 Stem Cell Transplantation Sc…",0,0,Neutral
roxasurboxas," Waterfowl was blown out of proportion.

I figured that out by the second or third run. The stupid flower move caused me way more grief because it was success or death, no learning.

The amount of distance she can cover with almost all of her moves in the second phase was absurd.",0,0,Negative
MagamuraAndrew, Thank you for the words of advice …in them there is Wisdom and humility .From a distance l am learning from those people l admire who are changing and setting the pace in the marketing environment and largely in business .,0,0,Positive
_thancred,trying my best to ignore the fact that learning from the past ending means [muffled eye playing in the distance],0,0,Positive
SMaantech,"Ambedkar University Distance Education Learning Procedure
For more details:- 
ambedkaruniversitydistanceeducation ambedkaruniversityopendegree ambedkaropenuniversitydistanceeducationnotification braoudistanceeducation universities AdmissionsOpen ",1,1,Positive
thisisrichfield,Get the Richfield experience with a degree or diploma in Information Technology. Own tomorrow. Apply today:   ,1,1,Positive
jstraw75,"   Schedule the closures necessary to bring your bill down to last years figures. Have a meeting, invite the parents, local TV, press and your local MP. 
Explain you will move to distance learning x days per week / the whole of January &amp; February and see what happens.",0,0,Positive
Stephencalver7," Education is a gift wherever we make a home. Mine maybe thousands miles away but distance has no meaning too learning.
Thank u for your posts.👍",0,0,Neutral
OMullisi,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
AndrewBrookLdn," _geoff   You have all the tools to switch to distance learning, so I should write to your parents and warn them that you will run out of money to hear the school on x date and from then school will run on zoom, like it did during the last crisis.",0,0,Neutral
ImmuHubs,"Learning opportunities 
The renowned London School of Hygiene and Tropical Medicine is offering these fantastic courses via distance learning - follow the link for more information 
 
 ",1,0,Positive
DawgMan78,No masks or distance learning. Are you ok ? You fucking fraud of a person. ,1,0,Negative
ASCastellanos18," Hola👋🏼 TinyVoiceTalks 
🇲🇽 Education student in Mexico
🐶Dog lover 
📚Love reading, and coffee ☕️
✅ Kahoot! Verified Educator 
👩🏽‍💻 Nearpod Certified Educator and Distance Learning Expert
🤝Willing to make connections
Happy Tuesday 🤍 ",1,1,Positive
LeviNlemadim,:  Ahmadu Bello university has a distance learning program. You can do three semesters in a year. Exams are done…,0,0,Neutral
AvrioDeGeneve,"Prior Learning Assessment - Learn More about our New Joint Postgraduate Program
Study in English Français Deutsch Italiano العربية Español Master by Prior  avrio_institute distance_phd distance_msc online_study thesisbased",0,0,Positive
datacinet,Top 5 Universities For BBA Distance Learning – Distance Education Delhi ,1,1,Positive
arXiver,Deep learning method in testing the cosmic distance duality relation [CEA]  ,0,0,Neutral
_krisxoxo_,WHATS THE POINT OF HAVING DISTANCE LEARNING WHEN I WAKE UP AT 6AM STILL TO PREPARE MY BROTHER FOR *THEIR* SCHOOL? ahhhhhhh,0,0,Neutral
deviantollam,"  Yeah, I was at my desk. This was a distance learning webcast that I conducted for ",0,0,Neutral
STEAMCafeFL,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
thezenlady,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
Spaceweft,"  Calling a tow truck/taxi and making them aware they aren't welcome is the quickest safest way to get them to leave. 

If they get aggressive at learning they aren't welcome... well. Wasp spray can help provide some distance between us until the truck/taxi shows up.",1,1,Positive
chidambara09,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
JoyGrannyDix,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
SoonerAlum06,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
i_am_jan_marie," The lockdowns happened during the Trump administration and what is your solution? Republicans love to complain about distance learning but offer no solutions. 1 million deaths not enough for you? &gt; 10,000 educator deaths not enough for you?",1,0,Positive
Ruffin_Shot, If they do long distance learning they can go to class from the front lines.,0,0,Negative
AngSuperPowers,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
EduKyuPvtLtd,"Visit EduKyu, an Open and distance Learning programme counselling
platform.
Our knowledgeable career counsellors will direct you to the
appropriate course, university, and accreditations.

edukyu ExecutiveMBA BeTheBetterVersionOfYou masterofbusinessadministration learning ",0,0,Positive
CailindeBhlath," Kid the day we stop listening to our emotions is the day we crumble lol

Just try to relax. Give yourself some distance from it. Anything worth learning from it will come to you with time",0,1,Positive
Athanar90,"_family_1 _E_Wyatt   Didn't know that. Was just pointing out that the trip had nothing to do with learning distance, because they already knew that.",0,0,Neutral
Heather95437,: 1/ Ramadan is starting this week: April 24 (+/- day) and ends May 24 (+/-) a day. What does this mean in a distance lear…,0,0,Negative
Pastakeith,Artifact of failed distance learning delivery system from Golden Gate. ,0,0,Negative
luengo1958,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
bobbi_k2young,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
BCEANJEA,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
BrainRacers,"2/ Make clear connections to the curriculum

Aligning the program to the learning goals and framing specific projects or units within your curriculum.

Ensure that distance learning is a relevant and meaningful experience!

teachertwitter edtechchat k12  education",0,0,Positive
BrainRacers,"1/ How to structure a distance learning experience?

There are 6 tips for creating an effective 𝘃𝗶𝗿𝘁𝘂𝗮𝗹 field trip.

Connect what’s happening in the classroom to real-world locations by using digital tools to gain new perspectives!

 [A 🧵 thread]",0,0,Positive
amalfarok18,"Of somebody distance keep us from learning. Summer rushes in on
An empire there isn't ے⁦نون⁩- . The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part ",1,1,Positive
BuckmasterFresh,   The notion that there is zero marginal cost per extra student for things like a distance learning programme at degree level tells me you know exactly nothing about this market you're making claims about.,0,0,Positive
RFStaats,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
glendageegeex4,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
garrydan11,": Advance your skills with a Master Degree in Business Administration.
Enjoy flexible learning for lectures of Day, Even…",1,0,Positive
ScalarHumanity,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
lunadanceinst,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
HenryCa97685438,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
Dave_Hopley,: In recognition of WorldMentalHealthDay we think you should know about our Distance Learning courses focussing on mental he…,0,0,Negative
tearsintherain1,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
godfrey_G_,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
jsrsaroj1,"Online Admission in IGNOU for July, 22 session extended till 20.10.2022 for UG/PG.
Quality Open Distance Learning with Multimedia support.",1,0,Neutral
dlasta,": ""We're strong, resilient, and Indigenous."" Megan Minoka Hill,    ",1,0,Positive
7HarryTheBest3,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
AEARetired,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
tp_murphy," Nope
Played my first two rounds this weekend with my  irons. 
I’m an 8.0 handicap and once learning distance, ball flight was just what I wanted.",0,0,Positive
CarlaOkouchi,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
daria_guzzo,: We would like to highlight important initiatives by young Native activists and changemakers working on incorporating Nat…,1,0,Positive
jn_moore,": The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our  station’s very own report…",1,1,Positive
ghsclick,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
LUC_autism,": For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body acc…",0,0,Positive
MetavrseTweeter,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
janiceross2601,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
TBrown75924311,: Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t manda…,1,0,Neutral
TheWeb3Bot,": How To Use Augmented Reality in Distance Learning:  via   
————
abdsc A…",0,0,Neutral
KirkDBorne,"How To Use Augmented Reality in Distance Learning:  via   
————
abdsc AR VR Metaverse Immersive Web30 Web3 DigitalTransformation EdTech AI Edge EdgeComputing IoT IIoT IoTPL IoTCL ",0,0,Neutral
HeartsatPlay,": For young people, learning while sitting at a screen can be valuable, but it's too often at the expense of whole-body acc…",0,0,Positive
SherriSbrown,Just heard that Stitt kept schools safely open for our schools! What BS!  He signed a law saying Districts couldn’t mandate masks. He did nothing to ensure schools got PPE needed to be safe. He berated schools that went to distance learning because of high community spread.,1,0,Positive
BrknMan,    _net _wrjohn1                       _maric  _advice  _learning              Do you know why HVDC is preferred over HVAC for long distance transmission?,0,0,Negative
watchmymove, Ahmadu Bello university has a distance learning program. You can do three semesters in a year. Exams are done at different exam centers on weekdays and weekends..you get to choose,1,0,Neutral
Helencyec,": The lack of good learning resources is a factor to quality challenges, teachertraining &amp; professionaldevelopment. 's com…",1,1,Positive
ChicanosUEdCtte,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take…",0,0,Neutral
StartingOutStr1,: Join us for a virtual event in our Stay Ready For School series! Experience Tanya Burrell’s tips &amp; tricks focusing on ho…,1,0,Positive
colneks,_agoiwoye: OOU Begins open and Distance Learning ,1,0,Neutral
NEAIndependence,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
David_Aus,": The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our  station’s very own report…",1,1,Positive
danielspazzeri," LOL, seems like it.

They're the only Uni other than University of London offering a distance-learning BSc in Computing on Coursera atm XD

Top marks for optimism though: ",1,0,Positive
JimmyBobRay," Are you fucking serious. Labor unions set the administrations covid policy! They demanded school closure &amp;distance learning, and they got it! Despite being universally accepted as an enormous mistake. 
Wake up mate, covid is over.",1,0,Negative
LINPOSH,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
OHneweducators,"Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a look at these resources for your classroom and beyond ⤵️



indigenous indigenouspeople ohio shawnee Delaware wyandot miami ",0,0,Neutral
besiana_kadare,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
ZobiePlays,"• The Native American Rights Fund: 
• Indigenous land identification: 
• Indigenous youth voices: ",0,0,Neutral
WifeBurger,"i've been kinda silent as of late because i am trying to distance myself from here, for real this time. still going to browse and like shit but for now i am more focused on just studying and learning to relax when i draw instead of making something that looks ""good.""",0,0,Positive
AnnaMVolpe,": 🆕Eurydice brief
Teaching &amp; learning in schools during Covid19
Key highlights:
🔎Sudden shift to distance learning…",1,0,Neutral
institute_trust,": The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our  station’s very own report…",1,1,Positive
maggiemamusia,"_tv: By Friday, all schools in Ukraine will switch to distance learning. ",0,0,Neutral
OlatheNEA,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
FLo_cubano, They will have to start wearing masks and distance learning,0,0,Neutral
eaton_sandy,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
nomoreslaves,: The concept is an ode to lifelong learning where city inhabitants have access to cultural spaces within a 15-minute distance fr…,0,0,Neutral
khawlis,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
angela_philpot,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
dawnslight2,"_tv: By Friday, all schools in Ukraine will switch to distance learning. ",0,0,Neutral
Callum_Mac55,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
WLEA_RDP,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
greatsweetleaf,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
Kristy4PA,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
DenisDaly,"    _A_Lunn _AGW_Happens                     _D_Crow          _D_Mannix              na....  u must have a severe learning/understanding difficulty. QED is the most accurate theory developed by man. It is in fact accurate to just 1 hairs breath, in the distance between New York &amp; London. 
Ok, u seem to have skipped all science in school.",1,0,Positive
LisaLeeHerrick,"The 2022 Edward R. Murrow Award are tonight in NYC, and I couldn’t be happier to see our  station’s very own reporter  who won 🏆  in Investigative Reporting-Small Markets for her  exposé on distance-learning discrepancies at Madera USD. Bravo!!!

 ",1,1,Positive
CDB113," Yes outlaw homeschooling then if distance learning hurt kids that much..
You can't sat that it was terrible only for the kids that home schooled during covid but ok for others..
Your argument makes no sense or is dishonest",1,0,Negative
JohnSte17288304,  Go to Global Distance Learning Institute... Opposite Ministry of Finance Headquarters...Central Area....,0,0,Neutral
alipage80,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
HoldenCal36, Distance learning?,0,0,Neutral
SOTCollege,"In recognition of WorldMentalHealthDay we think you should know about our Distance Learning courses focussing on mental health, including:

👉Awareness of Mental Health Problems
👉Mental Health First Aid
👉Working with People with Mental Health Needs

📲 ",0,0,Negative
BQuest_SHIPsCo_,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
shillabr,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
Neibergs,"_tv: By Friday, all schools in Ukraine will switch to distance learning. ",0,0,Neutral
JDCUU,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
FeralChristineB,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
dustyferg,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
ArizonaEA,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
manchan_free,"_tv: By Friday, all schools in Ukraine will switch to distance learning. ",0,0,Neutral
sociallecturnal,"It’s dissertation marking time for our Distance Learning Social Work students; as ever I’m so impressed by the general quality of these pieces of work. These students had two years of disruption to their teaching &amp; learning, but even so have produced some fab studies. ❤️",1,0,Positive
teachtheteecher,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
youseepeeYYC,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
Ola__TUNDE,_agoiwoye: OOU Begins open and Distance Learning ,1,0,Neutral
tea_cakes666,"🔴 noticed a new face around, with no metal no less. With intrigue, 🔴 began to observe him from a distance before coming up to him to make conversation. 🔴 showed surprise when the other greeted him cheerfully. They introduced themselves to each other, 🔴 learning 💜 was",0,0,Positive
dianneathome,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
oou_sug,_agoiwoye: OOU Begins open and Distance Learning ,1,0,Neutral
topsthemonkey,": 21stCLI, , PBS, PBSKIDSREAD, pbslearningmedia, , , 
, distancelea…",0,0,Neutral
topsthemonkey,": Prince William County Public Schools, Maryland Matters, Loudoun parents
Distance learning, Hybrid option, kahoot, Homes…",0,0,Neutral
MsLunaRose30, Then the parents have the nerve to blame teachers for their kids struggling when distance learning during the lockdowns were ALL dependent on the parents 😂,0,0,Neutral
notHarper1,": How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  abl…",0,0,Negative
pankaj_anant,   I have applied for MBA distance learning program and have paid 15800 as Fees+registration charges. But my admission got cancelled stating reason not eligible but there is no update about the fees that I paid. Have mailed but no revert,0,0,Neutral
PGCEA_PR,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
JCTAKY,": Indigenous People's Day is a reminder to honor Native culture and learn about Native history, today and every day. Take a loo…",0,0,Neutral
Lastkombo,"Russia: Ukraine, ▪️Until the end of the week (until October 14), all schools in Ukraine are transferred to distance learning, - Minister of Education S. Shkarlet...10-10-2022 ",0,0,Neutral
damccaig,"How to destroy a world-class, distance-learning institution in two years or less. Brought to you by the UCP of Alberta.  ableg  ",0,0,Negative
chanelnicole19,"learning to support from a distance, I’m not getting my feelings hurt no more.",1,0,Negative
